2026-03-23 09:00:00 | WARN | auth_service | Failed login attempt: IP=192.168.1.42 (attempt 3/5)
2026-03-23 09:01:48 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:01:49 | INFO | payment_service | Payment processed successfully: txn_id=TXN1142
2026-03-23 09:01:49 | INFO | db_service | Connection pool: 8/20 active
2026-03-23 09:01:51 | INFO | api_gateway | Request routed to backend in 45ms
2026-03-23 09:01:52 | INFO | auth_service | 2FA verification passed
2026-03-23 09:01:53 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:01:55 | ERROR | payment_service | Payment gateway timeout: txn_id=TXN3301
2026-03-23 09:01:55 | ERROR | auth_service | JWT secret rotation failed
2026-03-23 09:01:55 | INFO | auth_service | Password reset email sent
2026-03-23 09:01:57 | INFO | api_gateway | Request routed to backend in 45ms
2026-03-23 09:01:59 | WARN | inventory_svc | Warehouse API slow: 1800ms
2026-03-23 09:02:01 | INFO | notification_svc | Email delivered: to=user@example.com
2026-03-23 09:02:03 | WARN | api_gateway | Circuit breaker half-open
2026-03-23 09:02:05 | INFO | auth_service | Password reset email sent
2026-03-23 09:02:06 | WARN | api_gateway | Rate limit approaching: 85% of quota
2026-03-23 09:02:07 | INFO | user_service | Profile image uploaded successfully
2026-03-23 09:02:08 | WARN | db_service | Deadlock resolved after retry
2026-03-23 09:02:09 | INFO | notification_svc | Email queued successfully
2026-03-23 09:02:09 | INFO | user_service | Profile image uploaded successfully
2026-03-23 09:02:11 | INFO | user_service | Account verified: user_id=8821
2026-03-23 09:02:11 | INFO | notification_svc | Push notification delivered: device_id=DEV4421
2026-03-23 09:02:12 | INFO | auth_service | 2FA verification passed
2026-03-23 09:02:12 | INFO | inventory_svc | Restock triggered: item_id=SKU1100
2026-03-23 09:02:13 | ERROR | api_gateway | Request timeout after 5000ms
2026-03-23 09:02:15 | WARN | db_service | Long-running transaction: 8s
2026-03-23 09:02:15 | INFO | inventory_svc | Item reserved: item_id=SKU8812
2026-03-23 09:02:15 | INFO | auth_service | Password reset email sent
2026-03-23 09:02:16 | INFO | inventory_svc | Inventory synced with warehouse
2026-03-23 09:02:17 | ERROR | payment_service | Payment gateway timeout: txn_id=TXN8821
2026-03-23 09:02:17 | INFO | inventory_svc | Stock level checked: item_id=SKU4421
2026-03-23 09:02:18 | INFO | api_gateway | Cache lookup successful
2026-03-23 09:02:19 | INFO | api_gateway | Health check passed
2026-03-23 09:02:21 | INFO | auth_service | User login successful: user_id=1042
2026-03-23 09:02:23 | ERROR | auth_service | JWT secret rotation failed
2026-03-23 09:02:23 | INFO | inventory_svc | Inventory report generated
2026-03-23 09:02:23 | INFO | payment_service | Payment processed successfully: txn_id=TXN1142
2026-03-23 09:02:23 | INFO | db_service | Query executed in 31ms
2026-03-23 09:02:23 | INFO | inventory_svc | Inventory synced with warehouse
2026-03-23 09:02:24 | INFO | db_service | Query executed in 18ms
2026-03-23 09:02:25 | INFO | cache_service | Cache hit: key=user_session_4421
2026-03-23 09:02:26 | INFO | inventory_svc | Stock level checked: item_id=SKU9932
2026-03-23 09:02:26 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:02:28 | ERROR | notification_svc | SMTP connection refused
2026-03-23 09:02:28 | INFO | db_service | Backup completed successfully
2026-03-23 09:02:29 | INFO | auth_service | Session created for user_id=2891
2026-03-23 09:02:29 | INFO | db_service | Query executed in 18ms
2026-03-23 09:02:30 | INFO | inventory_svc | Inventory report generated
2026-03-23 09:02:32 | ERROR | api_gateway | Upstream service unreachable: auth_service
2026-03-23 09:02:34 | INFO | payment_service | Invoice generated: inv_id=INV9921
2026-03-23 09:02:35 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:02:36 | INFO | payment_service | Invoice generated: inv_id=INV9921
2026-03-23 09:02:37 | INFO | inventory_svc | Inventory synced with warehouse
2026-03-23 09:02:38 | INFO | user_service | User search completed: 24 results
2026-03-23 09:02:39 | INFO | api_gateway | Request routed to backend in 78ms
2026-03-23 09:02:39 | INFO | notification_svc | Email delivered: to=user@example.com
2026-03-23 09:02:40 | INFO | payment_service | Payment processed successfully: txn_id=TXN1142
2026-03-23 09:02:42 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:02:43 | INFO | api_gateway | Cache lookup successful
2026-03-23 09:02:45 | INFO | auth_service | Token validated successfully
2026-03-23 09:02:47 | INFO | inventory_svc | Item reserved: item_id=SKU8812
2026-03-23 09:02:47 | INFO | payment_service | Refund issued: txn_id=TXN4401
2026-03-23 09:02:48 | INFO | user_service | User search completed: 24 results
2026-03-23 09:02:49 | INFO | notification_svc | Email queued successfully
2026-03-23 09:02:49 | ERROR | api_gateway | Request timeout after 5000ms
2026-03-23 09:02:51 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:02:52 | INFO | api_gateway | Cache lookup successful
2026-03-23 09:02:52 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:02:54 | ERROR | payment_service | Payment gateway timeout: txn_id=TXN9921
2026-03-23 09:02:54 | INFO | api_gateway | Request routed to backend in 78ms
2026-03-23 09:02:56 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:02:56 | INFO | inventory_svc | Stock level checked: item_id=SKU4421
2026-03-23 09:02:57 | INFO | inventory_svc | Inventory report generated
2026-03-23 09:02:59 | INFO | user_service | User created: user_id=7731
2026-03-23 09:03:00 | INFO | db_service | Query executed in 31ms
2026-03-23 09:03:01 | INFO | auth_service | User login successful: user_id=5521
2026-03-23 09:03:01 | INFO | user_service | Profile image uploaded successfully
2026-03-23 09:03:03 | WARN | auth_service | Failed login attempt: user_id=unknown (attempt 2/5)
2026-03-23 09:03:04 | INFO | cache_service | Cache eviction: 120 expired keys removed
2026-03-23 09:03:06 | INFO | auth_service | User login successful: user_id=5521
2026-03-23 09:03:07 | INFO | api_gateway | Request routed to backend in 78ms
2026-03-23 09:03:09 | INFO | inventory_svc | Inventory report generated
2026-03-23 09:03:10 | INFO | auth_service | OAuth token refreshed
2026-03-23 09:03:11 | INFO | inventory_svc | Inventory synced with warehouse
2026-03-23 09:03:11 | ERROR | payment_service | Fraud detection service unavailable
2026-03-23 09:03:12 | INFO | cache_service | Cache miss: key=report_2026_03
2026-03-23 09:03:14 | INFO | user_service | User profile updated: user_id=6612
2026-03-23 09:03:14 | WARN | cache_service | Cache memory at 78%
2026-03-23 09:03:14 | INFO | cache_service | Cache hit ratio: 0.91
2026-03-23 09:03:15 | INFO | auth_service | Token validated successfully
2026-03-23 09:03:16 | ERROR | auth_service | JWT secret rotation failed
2026-03-23 09:03:17 | INFO | inventory_svc | Stock level checked: item_id=SKU4421
2026-03-23 09:03:17 | INFO | auth_service | Password reset email sent
2026-03-23 09:03:17 | ERROR | api_gateway | Upstream service unreachable: payment_service
2026-03-23 09:03:18 | ERROR | inventory_svc | Stock update transaction failed: item_id=SKU4421
2026-03-23 09:03:18 | INFO | auth_service | Token validated successfully
2026-03-23 09:03:18 | INFO | payment_service | Payment gateway responded in 340ms
2026-03-23 09:03:20 | INFO | user_service | User search completed: 24 results
2026-03-23 09:03:20 | INFO | user_service | Account verified: user_id=8821
2026-03-23 09:03:20 | INFO | cache_service | Cache miss: key=report_2026_03
2026-03-23 09:03:21 | INFO | api_gateway | Request routed to backend in 45ms
2026-03-23 09:03:21 | INFO | user_service | User created: user_id=7731
2026-03-23 09:03:21 | INFO | db_service | Query executed in 52ms
2026-03-23 09:03:22 | INFO | cache_service | Cache set: key=product_list TTL=300s
2026-03-23 09:03:24 | INFO | user_service | Account verified: user_id=8821
2026-03-23 09:03:25 | ERROR | auth_service | Database connection failed
2026-03-23 09:03:27 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:03:27 | INFO | api_gateway | Cache lookup successful
2026-03-23 09:03:27 | INFO | user_service | User preferences saved
2026-03-23 09:03:28 | INFO | db_service | Query executed in 18ms
2026-03-23 09:03:28 | INFO | notification_svc | Template rendered successfully
2026-03-23 09:03:28 | INFO | db_service | Query executed in 18ms
2026-03-23 09:03:28 | INFO | auth_service | User logout successful: user_id=3310
2026-03-23 09:03:28 | INFO | db_service | Query executed in 52ms
2026-03-23 09:03:28 | INFO | inventory_svc | Item reserved: item_id=SKU8812
2026-03-23 09:03:28 | INFO | inventory_svc | Stock level checked: item_id=SKU4421
2026-03-23 09:03:28 | ERROR | db_service | Query execution timeout: table=orders
2026-03-23 09:03:29 | INFO | user_service | User profile updated: user_id=6612
2026-03-23 09:03:31 | INFO | payment_service | Subscription renewed
2026-03-23 09:03:31 | INFO | payment_service | Payment processed successfully: txn_id=TXN1142
2026-03-23 09:03:31 | INFO | api_gateway | Request routed to backend in 78ms
2026-03-23 09:03:33 | INFO | api_gateway | Request routed to backend in 112ms
2026-03-23 09:03:35 | ERROR | auth_service | Token validation error: signature mismatch
2026-03-23 09:03:37 | INFO | db_service | Backup completed successfully
2026-03-23 09:03:37 | INFO | inventory_svc | Item reserved: item_id=SKU8812
2026-03-23 09:03:38 | WARN | payment_service | Gateway response slow: 2100ms
2026-03-23 09:03:39 | INFO | api_gateway | Request routed to backend in 78ms
2026-03-23 09:03:39 | INFO | api_gateway | Cache lookup successful
2026-03-23 09:03:41 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:03:43 | INFO | api_gateway | Health check passed
2026-03-23 09:03:44 | WARN | api_gateway | Request queue depth: 48
2026-03-23 09:03:45 | INFO | db_service | Query executed in 52ms
2026-03-23 09:03:46 | INFO | user_service | User search completed: 24 results
2026-03-23 09:03:46 | INFO | db_service | Query executed in 52ms
2026-03-23 09:03:46 | INFO | payment_service | Subscription renewed
2026-03-23 09:03:46 | INFO | auth_service | Session created for user_id=2891
2026-03-23 09:03:48 | INFO | inventory_svc | Stock level checked: item_id=SKU9932
2026-03-23 09:03:49 | INFO | user_service | User profile updated: user_id=6612
2026-03-23 09:03:51 | INFO | auth_service | User logout successful: user_id=3310
2026-03-23 09:03:52 | ERROR | db_service | Connection pool exhausted
2026-03-23 09:03:54 | ERROR | api_gateway | 502 Bad Gateway from backend
2026-03-23 09:03:56 | INFO | payment_service | Payment processed successfully: txn_id=TXN8821
2026-03-23 09:03:57 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:03:57 | INFO | user_service | Account verified: user_id=8821
2026-03-23 09:03:58 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:03:58 | INFO | cache_service | Cache hit: key=inventory_SKU8812
2026-03-23 09:04:00 | INFO | inventory_svc | Inventory report generated
2026-03-23 09:04:00 | INFO | db_service | Transaction committed successfully
2026-03-23 09:04:02 | INFO | api_gateway | Request routed to backend in 45ms
2026-03-23 09:04:03 | INFO | cache_service | Cache miss: key=report_2026_03
2026-03-23 09:04:03 | INFO | inventory_svc | Inventory synced with warehouse
2026-03-23 09:04:04 | INFO | cache_service | Cache miss: key=report_2026_03
2026-03-23 09:04:04 | INFO | payment_service | Invoice generated: inv_id=INV9921
2026-03-23 09:04:06 | INFO | inventory_svc | Item reserved: item_id=SKU8812
2026-03-23 09:04:06 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:04:08 | INFO | user_service | User profile updated: user_id=6612
2026-03-23 09:04:10 | INFO | auth_service | User logout successful: user_id=3310
2026-03-23 09:04:10 | INFO | user_service | User created: user_id=7731
2026-03-23 09:04:12 | WARN | db_service | Slow query detected: 680ms on table=users
2026-03-23 09:04:14 | WARN | inventory_svc | Low stock warning: item_id=SKU9932 (qty=1)
2026-03-23 09:04:14 | INFO | notification_svc | Push notification delivered: device_id=DEV4421
2026-03-23 09:04:16 | INFO | user_service | Profile image uploaded successfully
2026-03-23 09:04:18 | WARN | api_gateway | Request queue depth: 48
[JVM] GC overhead limit exceeded
2026-03-23 09:04:18 | INFO | inventory_svc | Item reserved: item_id=SKU8812
2026-03-23 09:04:20 | INFO | user_service | User search completed: 24 results
2026-03-23 09:04:20 | WARN | auth_service | Token expiring soon: user_id=3310
2026-03-23 09:04:20 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:04:22 | INFO | cache_service | Cache miss: key=report_2026_03
2026-03-23 09:04:24 | WARN | api_gateway | Upstream response slow: 1200ms
2026-03-23 09:04:26 | INFO | payment_service | Payment gateway responded in 340ms
2026-03-23 09:04:27 | INFO | auth_service | User login successful: user_id=5521
2026-03-23 09:04:28 | INFO | payment_service | Subscription renewed
2026-03-23 09:04:29 | INFO | auth_service | Session created for user_id=2891
2026-03-23 09:04:29 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:04:29 | ERROR | api_gateway | SSL certificate validation failed
2026-03-23 09:04:31 | INFO | auth_service | User login successful: user_id=5521
2026-03-23 09:04:31 | INFO | user_service | User profile updated: user_id=6612
2026-03-23 09:04:32 | INFO | cache_service | Cache hit: key=inventory_SKU8812
2026-03-23 09:04:33 | INFO | user_service | Profile image uploaded successfully
2026-03-23 09:04:35 | INFO | inventory_svc | Stock level checked: item_id=SKU9932
2026-03-23 09:04:37 | INFO | cache_service | Cache miss: key=report_2026_03
2026-03-23 09:04:37 | ERROR | db_service | Connection pool exhausted
2026-03-23 09:04:39 | INFO | user_service | Account verified: user_id=8821
2026-03-23 09:04:40 | WARN | db_service | Replication lag: 1.2s
2026-03-23 09:04:41 | INFO | auth_service | Session created for user_id=2891
2026-03-23 09:04:43 | INFO | notification_svc | Email delivered: to=user@example.com
2026-03-23 09:04:45 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:04:46 | WARN | api_gateway | Rate limit approaching: 85% of quota
2026-03-23 09:04:48 | WARN | api_gateway | Request queue depth: 48
2026-03-23 09:04:48 | ERROR | api_gateway | 502 Bad Gateway from backend
2026-03-23 09:04:48 | INFO | payment_service | Subscription renewed
2026-03-23 09:04:48 | INFO | notification_svc | Push notification delivered: device_id=DEV4421
2026-03-23 09:04:49 | INFO | inventory_svc | Stock level checked: item_id=SKU9932
2026-03-23 09:04:51 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:04:52 | INFO | cache_service | Cache miss: key=report_2026_03
2026-03-23 09:04:54 | INFO | auth_service | User logout successful: user_id=3310
2026-03-23 09:04:55 | INFO | auth_service | Session created for user_id=2891
2026-03-23 09:04:56 | INFO | api_gateway | Health check passed
2026-03-23 09:04:57 | INFO | cache_service | Cache hit: key=inventory_SKU8812
2026-03-23 09:04:59 | INFO | cache_service | Cache hit: key=inventory_SKU8812
2026-03-23 09:05:00 | INFO | auth_service | Password reset email sent
2026-03-23 09:05:02 | ERROR | api_gateway | SSL certificate validation failed
2026-03-23 09:05:02 | INFO | user_service | User profile updated: user_id=6612
2026-03-23 09:05:04 | INFO | auth_service | Session created for user_id=2891
2026-03-23 09:05:04 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:05:04 | INFO | inventory_svc | Inventory synced with warehouse
2026-03-23 09:05:05 | WARN | notification_svc | Notification queue backlog: 230 pending
2026-03-23 09:05:05 | INFO | auth_service | Session created for user_id=2891
2026-03-23 09:05:05 | INFO | auth_service | User logout successful: user_id=3310
2026-03-23 09:05:06 | INFO | auth_service | Password reset email sent
2026-03-23 09:05:07 | INFO | auth_service | User login successful: user_id=1042
2026-03-23 09:05:09 | INFO | user_service | Account verified: user_id=8821
2026-03-23 09:05:10 | INFO | notification_svc | Push notification delivered: device_id=DEV4421
2026-03-23 09:05:10 | INFO | auth_service | Password reset email sent
2026-03-23 09:05:12 | WARN | payment_service | Fraud score elevated: txn_id=TXN8821
2026-03-23 09:05:14 | ERROR | db_service | Connection pool exhausted
2026-03-23 09:05:14 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:05:14 | ERROR | api_gateway | Upstream service unreachable: payment_service
2026-03-23 09:05:14 | ERROR | inventory_svc | Warehouse API connection refused
2026-03-23 09:05:15 | INFO | inventory_svc | Stock level checked: item_id=SKU9932
2026-03-23 09:05:17 | INFO | notification_svc | Template rendered successfully
2026-03-23 09:05:19 | INFO | user_service | User search completed: 24 results
2026-03-23 09:05:19 | WARN | api_gateway | Response time degraded: 890ms
2026-03-23 09:05:20 | INFO | api_gateway | Health check passed
2026-03-23 09:05:21 | INFO | auth_service | User login successful: user_id=5521
2026-03-23 09:05:23 | WARN | auth_service | Failed login attempt: user_id=unknown (attempt 2/5)
2026-03-23 09:05:25 | INFO | api_gateway | Request routed to backend in 45ms
2026-03-23 09:05:25 | INFO | notification_svc | Push notification delivered: device_id=DEV4421
2026-03-23 09:05:25 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:05:25 | INFO | auth_service | 2FA verification passed
2026-03-23 09:05:25 | INFO | auth_service | User logout successful: user_id=3310
2026-03-23 09:05:27 | INFO | api_gateway | Request routed to backend in 78ms
2026-03-23 09:05:28 | INFO | api_gateway | Request routed to backend in 78ms
2026-03-23 09:05:30 | INFO | cache_service | Cache hit: key=inventory_SKU8812
2026-03-23 09:05:32 | INFO | inventory_svc | Item reserved: item_id=SKU8812
2026-03-23 09:05:34 | INFO | user_service | Account verified: user_id=8821
2026-03-23 09:05:34 | WARN | user_service | Stale session detected: user_id=7712
2026-03-23 09:05:36 | INFO | notification_svc | Notification batch processed: 42 messages
2026-03-23 09:05:38 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:05:38 | INFO | user_service | User preferences saved
2026-03-23 09:05:40 | ERROR | payment_service | Payment gateway timeout: txn_id=TXN8821
2026-03-23 09:05:41 | INFO | auth_service | Session created for user_id=2891
2026-03-23 09:05:42 | ERROR | auth_service | Failed login attempt exceeded: user_id=unknown LOCKED
2026-03-23 09:05:43 | INFO | db_service | Connection pool: 8/20 active
2026-03-23 09:05:45 | ERROR | db_service | Disk I/O error on primary replica
2026-03-23 09:05:46 | INFO | api_gateway | Health check passed
2026-03-23 09:05:48 | INFO | auth_service | User login successful: user_id=5521
2026-03-23 09:05:48 | INFO | api_gateway | Request routed to backend in 230ms
2026-03-23 09:05:50 | ERROR | api_gateway | Upstream service unreachable: auth_service
2026-03-23 09:05:52 | INFO | cache_service | Cache eviction: 120 expired keys removed
2026-03-23 09:05:53 | INFO | api_gateway | Health check passed
2026-03-23 09:05:54 | INFO | auth_service | Token validated successfully
2026-03-23 09:05:54 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:05:56 | INFO | user_service | User search completed: 24 results
2026-03-23 09:05:56 | ERROR | db_service | Disk I/O error on primary replica
2026-03-23 09:05:57 | INFO | notification_svc | Email delivered: to=user@example.com
2026-03-23 09:05:58 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:05:58 | INFO | notification_svc | Push notification delivered: device_id=DEV4421
2026-03-23 09:05:58 | INFO | inventory_svc | Inventory synced with warehouse
2026-03-23 09:05:59 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:05:59 | WARN | auth_service | Token expiring soon: user_id=3310
2026-03-23 09:06:00 | INFO | api_gateway | Cache lookup successful
2026-03-23 09:06:02 | INFO | user_service | User profile updated: user_id=6612
2026-03-23 09:06:02 | INFO | notification_svc | Email queued successfully
2026-03-23 09:06:04 | INFO | user_service | User created: user_id=7731
2026-03-23 09:06:06 | WARN | api_gateway | Rate limit approaching: 85% of quota
2026-03-23 09:06:08 | INFO | user_service | User search completed: 24 results
2026-03-23 09:06:10 | INFO | payment_service | Payment processed successfully: txn_id=TXN8821
2026-03-23 09:06:12 | ERROR | auth_service | Failed login attempt exceeded: user_id=unknown LOCKED
2026-03-23 09:06:12 | INFO | api_gateway | Request routed to backend in 78ms
2026-03-23 09:06:13 | INFO | notification_svc | Push notification delivered: device_id=DEV4421
2026-03-23 09:06:13 | ERROR | notification_svc | SMTP connection refused
2026-03-23 09:06:15 | INFO | api_gateway | Rate limit check passed
2026-03-23 09:06:17 | INFO | api_gateway | SSL handshake completed in 12ms
2026-03-23 09:06:18 | WARN | payment_service | Gateway response slow: 2100ms
2026-03-23 09:06:18 | INFO | inventory_svc | Stock level checked: item_id=SKU4421
2026-03-23 09:06:20 | INFO | api_gateway | Cache lookup successful
2026-03-23 09:06:21 | ERROR | api_gateway | SSL certificate validation failed
2026-03-23 09:06:22 | INFO | user_service | User created: user_id=7731
2026-03-23 09:06:22 | INFO | api_gateway | Request routed to backend in 45ms
2026-03-23 09:06:24 | INFO | cache_service | Cache hit: key=inventory_SKU8812
2026-03-23 09:06:24 | WARN | auth_service | Failed login attempt: IP=192.168.1.42 (attempt 3/5)
2026-03-23 09:06:25 | INFO | notification_svc | SMS sent: to=+91XXXXXXXX10
2026-03-23 09:06:27 | INFO | inventory_svc | Stock level checked: item_id=SKU9932
