2026-03-18 11:00:01 | INFO | service_c | Connection pool size: 10
2026-03-18 11:02:11 | INFO | service_a | Request completed in 85ms
2026-03-18 11:02:13 | WARN | service_b | Circuit breaker half-open
2026-03-18 11:02:13 | WARN | service_c | Retry attempt 1
2026-03-18 11:02:13 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:02:14 | INFO | service_c | Health check passed
2026-03-18 11:02:16 | ERROR | service_a | Database unavailable
2026-03-18 11:02:18 | ERROR | service_c | Connection refused
2026-03-18 11:02:18 | WARN | service_a | High memory usage: 82%
2026-03-18 11:02:18 | INFO | service_a | Request completed in 85ms
2026-03-18 11:02:20 | INFO | service_b | Request completed in 85ms
2026-03-18 11:02:22 | INFO | service_c | Connection pool size: 10
2026-03-18 11:02:22 | INFO | db_service | User login successful
2026-03-18 11:02:22 | ERROR | service_a | Connection refused
2026-03-18 11:02:22 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:02:23 | INFO | service_a | User login successful
2026-03-18 11:02:24 | INFO | db_service | Cache hit ratio 0.94
2026-03-18 11:02:26 | INFO | service_a | Health check passed
2026-03-18 11:02:26 | INFO | service_a | Connection pool size: 10
2026-03-18 11:02:26 | INFO | service_c | Cache hit ratio 0.94
2026-03-18 11:02:27 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:02:28 | INFO | service_c | Connection pool size: 10
2026-03-18 11:02:28 | WARN | service_c | Circuit breaker half-open
2026-03-18 11:02:30 | ERROR | service_b | Timeout occurred
2026-03-18 11:02:32 | ERROR | service_b | Timeout occurred
2026-03-18 11:02:32 | INFO | db_service | Connection pool size: 10
2026-03-18 11:02:32 | INFO | service_a | Request completed in 85ms
2026-03-18 11:02:33 | INFO | service_a | Health check passed
2026-03-18 11:02:34 | INFO | service_a | Request completed in 85ms
2026-03-18 11:02:36 | WARN | auth_service | Retry attempt 1
2026-03-18 11:02:38 | INFO | service_c | Cache hit ratio 0.94
2026-03-18 11:02:39 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:02:41 | ERROR | service_c | Timeout occurred
2026-03-18 11:02:41 | INFO | auth_service | Request completed in 120ms
2026-03-18 11:02:43 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:02:44 | WARN | service_b | Retry attempt 2
2026-03-18 11:02:45 | INFO | auth_service | User login successful
2026-03-18 11:02:45 | INFO | service_b | Connection pool size: 10
2026-03-18 11:02:45 | INFO | auth_service | Request completed in 85ms
2026-03-18 11:02:46 | INFO | auth_service | Connection pool size: 10
2026-03-18 11:02:48 | INFO | service_c | Request completed in 120ms
2026-03-18 11:02:49 | INFO | service_a | Health check passed
2026-03-18 11:02:49 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:02:51 | ERROR | auth_service | Null pointer exception
2026-03-18 11:02:51 | INFO | service_b | Request completed in 85ms
2026-03-18 11:02:52 | INFO | service_b | Request completed in 120ms
2026-03-18 11:02:54 | ERROR | service_c | Database unavailable
2026-03-18 11:02:55 | INFO | service_a | Config reloaded
2026-03-18 11:02:57 | WARN | auth_service | High memory usage: 82%
2026-03-18 11:02:57 | INFO | db_service | Request completed in 120ms
2026-03-18 11:02:59 | ERROR | service_a | Database unavailable
2026-03-18 11:03:01 | INFO | auth_service | User login successful
2026-03-18 11:03:03 | INFO | service_c | User login successful
2026-03-18 11:03:05 | ERROR | auth_service | Database unavailable
2026-03-18 11:03:07 | WARN | db_service | Retry attempt 2
2026-03-18 11:03:08 | INFO | service_b | Connection pool size: 10
2026-03-18 11:03:10 | INFO | service_b | Health check passed
2026-03-18 11:03:10 | INFO | service_c | User login successful
2026-03-18 11:03:11 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:03:11 | WARN | auth_service | Slow query detected: 320ms
2026-03-18 11:03:11 | INFO | service_b | Config reloaded
2026-03-18 11:03:11 | INFO | db_service | Health check passed
2026-03-18 11:03:12 | INFO | service_c | Request completed in 120ms
2026-03-18 11:03:14 | ERROR | service_b | Null pointer exception
2026-03-18 11:03:14 | INFO | db_service | Connection pool size: 10
2026-03-18 11:03:16 | INFO | service_c | Cache hit ratio 0.94
2026-03-18 11:03:18 | INFO | service_b | Health check passed
2026-03-18 11:03:18 | INFO | service_b | User login successful
2026-03-18 11:03:19 | INFO | service_b | Health check passed
2026-03-18 11:03:20 | INFO | db_service | Connection pool size: 10
2026-03-18 11:03:22 | ERROR | db_service | Database unavailable
2026-03-18 11:03:23 | ERROR | service_b | Database unavailable
2026-03-18 11:03:25 | INFO | service_c | Config reloaded
2026-03-18 11:03:27 | INFO | service_c | User login successful
2026-03-18 11:03:29 | INFO | service_a | User login successful
2026-03-18 11:03:31 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:03:33 | WARN | auth_service | Retry attempt 1
2026-03-18 11:03:35 | INFO | auth_service | Request completed in 120ms
2026-03-18 11:03:37 | WARN | service_b | High memory usage: 82%
2026-03-18 11:03:39 | ERROR | service_c | Null pointer exception
2026-03-18 11:03:41 | INFO | auth_service | Request completed in 85ms
2026-03-18 11:03:42 | ERROR | service_b | Connection refused
2026-03-18 11:03:43 | WARN | service_a | High memory usage: 82%
2026-03-18 11:03:44 | INFO | db_service | Health check passed
2026-03-18 11:03:44 | INFO | db_service | Health check passed
2026-03-18 11:03:44 | ERROR | service_c | Timeout occurred
2026-03-18 11:03:45 | INFO | service_a | Connection pool size: 10
2026-03-18 11:03:45 | INFO | db_service | User login successful
2026-03-18 11:03:45 | INFO | service_b | Cache hit ratio 0.94
2026-03-18 11:03:45 | WARN | service_c | Circuit breaker half-open
2026-03-18 11:03:46 | INFO | auth_service | Request completed in 120ms
2026-03-18 11:03:46 | INFO | db_service | Request completed in 85ms
2026-03-18 11:03:46 | ERROR | auth_service | Database unavailable
2026-03-18 11:03:47 | INFO | service_b | Request completed in 85ms
2026-03-18 11:03:48 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:03:50 | INFO | service_b | User login successful
2026-03-18 11:03:51 | WARN | service_a | Circuit breaker half-open
2026-03-18 11:03:51 | INFO | service_b | Connection pool size: 10
2026-03-18 11:03:53 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:03:55 | INFO | auth_service | User login successful
2026-03-18 11:03:57 | INFO | service_c | Cache hit ratio 0.94
2026-03-18 11:03:58 | INFO | service_b | Request completed in 120ms
2026-03-18 11:04:00 | WARN | service_b | Retry attempt 1
2026-03-18 11:04:01 | INFO | service_b | Cache hit ratio 0.94
2026-03-18 11:04:01 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:04:02 | INFO | service_c | User login successful
2026-03-18 11:04:04 | ERROR | service_c | Timeout occurred
2026-03-18 11:04:06 | INFO | service_a | User login successful
2026-03-18 11:04:08 | INFO | service_b | User login successful
2026-03-18 11:04:09 | ERROR | service_c | Out of memory
2026-03-18 11:04:10 | INFO | service_a | Connection pool size: 10
2026-03-18 11:04:12 | INFO | auth_service | Request completed in 85ms
2026-03-18 11:04:13 | INFO | service_a | Config reloaded
2026-03-18 11:04:13 | WARN | service_c | Slow query detected: 320ms
2026-03-18 11:04:14 | WARN | db_service | Retry attempt 2
2026-03-18 11:04:15 | INFO | service_b | Request completed in 85ms
2026-03-18 11:04:15 | INFO | auth_service | Request completed in 120ms
2026-03-18 11:04:16 | INFO | service_c | Request completed in 85ms
2026-03-18 11:04:16 | INFO | service_a | Request completed in 85ms
2026-03-18 11:04:17 | INFO | service_b | Cache hit ratio 0.94
2026-03-18 11:04:17 | INFO | service_c | Cache hit ratio 0.94
2026-03-18 11:04:18 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:04:18 | ERROR | service_c | Timeout occurred
2026-03-18 11:04:18 | ERROR | auth_service | Null pointer exception
2026-03-18 11:04:19 | WARN | service_a | High memory usage: 82%
2026-03-18 11:04:20 | INFO | service_c | Cache hit ratio 0.94
2026-03-18 11:04:20 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:04:22 | ERROR | service_b | Timeout occurred
2026-03-18 11:04:23 | INFO | service_b | Cache hit ratio 0.94
2026-03-18 11:04:23 | ERROR | service_a | Timeout occurred
2026-03-18 11:04:24 | INFO | service_b | Connection pool size: 10
2026-03-18 11:04:24 | ERROR | service_c | Timeout occurred
2026-03-18 11:04:24 | INFO | auth_service | Health check passed
2026-03-18 11:04:25 | WARN | db_service | Circuit breaker half-open
2026-03-18 11:04:25 | INFO | service_a | Config reloaded
2026-03-18 11:04:25 | INFO | service_c | Health check passed
2026-03-18 11:04:27 | INFO | service_b | Connection pool size: 10
2026-03-18 11:04:27 | INFO | db_service | Cache hit ratio 0.94
2026-03-18 11:04:29 | INFO | service_c | Cache hit ratio 0.94
2026-03-18 11:04:31 | INFO | auth_service | Request completed in 120ms
2026-03-18 11:04:33 | INFO | auth_service | User login successful
2026-03-18 11:04:35 | INFO | service_c | Connection pool size: 10
2026-03-18 11:04:37 | ERROR | service_b | Database unavailable
2026-03-18 11:04:38 | WARN | service_c | High memory usage: 82%
2026-03-18 11:04:40 | INFO | db_service | Connection pool size: 10
2026-03-18 11:04:41 | ERROR | auth_service | Null pointer exception
2026-03-18 11:04:41 | INFO | db_service | Request completed in 120ms
2026-03-18 11:04:42 | INFO | service_b | User login successful
2026-03-18 11:04:43 | INFO | service_a | Request completed in 85ms
2026-03-18 11:04:43 | INFO | db_service | Cache hit ratio 0.94
2026-03-18 11:04:44 | INFO | service_b | Config reloaded
2026-03-18 11:04:44 | WARN | service_b | Circuit breaker half-open
2026-03-18 11:04:45 | INFO | db_service | User login successful
2026-03-18 11:04:46 | INFO | auth_service | Config reloaded
2026-03-18 11:04:46 | INFO | auth_service | Connection pool size: 10
2026-03-18 11:04:46 | INFO | service_b | Connection pool size: 10
2026-03-18 11:04:47 | INFO | service_b | User login successful
2026-03-18 11:04:49 | WARN | auth_service | Circuit breaker half-open
2026-03-18 11:04:50 | INFO | db_service | Request completed in 85ms
2026-03-18 11:04:50 | INFO | auth_service | Health check passed
2026-03-18 11:04:52 | INFO | auth_service | Request completed in 85ms
2026-03-18 11:04:54 | INFO | auth_service | Request completed in 120ms
2026-03-18 11:04:56 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:04:58 | INFO | service_a | Config reloaded
2026-03-18 11:05:00 | INFO | auth_service | Request completed in 120ms
2026-03-18 11:05:01 | INFO | service_a | Health check passed
2026-03-18 11:05:03 | ERROR | service_c | Connection refused
2026-03-18 11:05:04 | INFO | service_b | Request completed in 85ms
2026-03-18 11:05:06 | ERROR | service_b | Timeout occurred
2026-03-18 11:05:07 | INFO | service_a | Health check passed
2026-03-18 11:05:09 | INFO | service_c | Request completed in 85ms
2026-03-18 11:05:11 | INFO | service_a | Health check passed
2026-03-18 11:05:13 | ERROR | service_b | Connection refused
2026-03-18 11:05:15 | INFO | service_b | Request completed in 120ms
2026-03-18 11:05:17 | INFO | db_service | Config reloaded
2026-03-18 11:05:19 | ERROR | db_service | Connection refused
2026-03-18 11:05:19 | ERROR | auth_service | Timeout occurred
2026-03-18 11:05:21 | WARN | service_c | Retry attempt 1
2026-03-18 11:05:21 | INFO | auth_service | Config reloaded
2026-03-18 11:05:21 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:05:22 | ERROR | auth_service | Connection refused
2026-03-18 11:05:22 | ERROR | service_b | Null pointer exception
2026-03-18 11:05:23 | INFO | auth_service | Connection pool size: 10
2026-03-18 11:05:23 | INFO | db_service | Request completed in 120ms
2026-03-18 11:05:23 | INFO | db_service | Connection pool size: 10
2026-03-18 11:05:25 | INFO | service_b | Connection pool size: 10
2026-03-18 11:05:27 | ERROR | service_a | Timeout occurred
2026-03-18 11:05:29 | ERROR | auth_service | Database unavailable
2026-03-18 11:05:30 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:05:32 | WARN | service_b | Circuit breaker half-open
2026-03-18 11:05:34 | INFO | service_c | Request completed in 85ms
2026-03-18 11:05:34 | INFO | service_b | Config reloaded
2026-03-18 11:05:36 | ERROR | service_a | Out of memory
2026-03-18 11:05:38 | INFO | service_c | Request completed in 85ms
2026-03-18 11:05:40 | INFO | auth_service | Health check passed
2026-03-18 11:05:42 | INFO | service_c | Health check passed
2026-03-18 11:05:43 | INFO | db_service | Request completed in 85ms
2026-03-18 11:05:45 | ERROR | auth_service | Database unavailable
2026-03-18 11:05:46 | INFO | db_service | Request completed in 120ms
2026-03-18 11:05:47 | INFO | auth_service | User login successful
2026-03-18 11:05:49 | WARN | service_c | High memory usage: 82%
2026-03-18 11:05:51 | INFO | service_a | Config reloaded
2026-03-18 11:05:53 | INFO | service_b | User login successful
2026-03-18 11:05:54 | INFO | service_b | Cache hit ratio 0.94
2026-03-18 11:05:55 | ERROR | service_c | Null pointer exception
2026-03-18 11:05:57 | ERROR | db_service | Timeout occurred
2026-03-18 11:05:59 | INFO | service_a | Connection pool size: 10
2026-03-18 11:06:00 | WARN | service_b | Circuit breaker half-open
2026-03-18 11:06:00 | INFO | auth_service | Health check passed
2026-03-18 11:06:01 | INFO | service_c | User login successful
2026-03-18 11:06:02 | INFO | service_c | User login successful
2026-03-18 11:06:02 | INFO | auth_service | Request completed in 85ms
2026-03-18 11:06:02 | INFO | auth_service | User login successful
2026-03-18 11:06:02 | INFO | service_c | Health check passed
2026-03-18 11:06:02 | WARN | service_c | High memory usage: 82%
2026-03-18 11:06:02 | INFO | service_b | Health check passed
2026-03-18 11:06:03 | INFO | auth_service | Connection pool size: 10
2026-03-18 11:06:04 | INFO | db_service | Health check passed
2026-03-18 11:06:04 | INFO | service_b | Health check passed
THIS LINE IS MALFORMED AND SHOULD BE SKIPPED
2026-03-18 11:06:07 | ERROR | service_c | Timeout occurred
2026-03-18 11:06:08 | WARN | service_c | Circuit breaker half-open
2026-03-18 11:06:08 | INFO | service_c | Config reloaded
2026-03-18 11:06:09 | INFO | auth_service | User login successful
2026-03-18 11:06:10 | INFO | service_b | Config reloaded
2026-03-18 11:06:11 | ERROR | db_service | Connection refused
2026-03-18 11:06:13 | INFO | service_b | Request completed in 85ms
2026-03-18 11:06:15 | INFO | db_service | Connection pool size: 10
2026-03-18 11:06:16 | INFO | db_service | User login successful
2026-03-18 11:06:16 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:06:18 | INFO | auth_service | Request completed in 85ms
2026-03-18 11:06:18 | INFO | service_a | Request completed in 120ms
2026-03-18 11:06:19 | INFO | service_a | Connection pool size: 10
2026-03-18 11:06:21 | WARN | auth_service | Slow query detected: 320ms
2026-03-18 11:06:23 | INFO | auth_service | Config reloaded
2026-03-18 11:06:25 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:06:26 | INFO | service_c | Connection pool size: 10
2026-03-18 11:06:26 | INFO | service_c | Request completed in 120ms
2026-03-18 11:06:28 | ERROR | service_b | Null pointer exception
2026-03-18 11:06:30 | INFO | db_service | Request completed in 120ms
2026-03-18 11:06:30 | INFO | db_service | User login successful
2026-03-18 11:06:31 | INFO | db_service | Health check passed
2026-03-18 11:06:32 | INFO | auth_service | User login successful
2026-03-18 11:06:33 | INFO | auth_service | Request completed in 120ms
2026-03-18 11:06:35 | INFO | db_service | Cache hit ratio 0.94
2026-03-18 11:06:35 | INFO | service_c | Request completed in 85ms
2026-03-18 11:06:35 | WARN | service_a | Circuit breaker half-open
2026-03-18 11:06:37 | INFO | db_service | User login successful
2026-03-18 11:06:37 | INFO | service_a | User login successful
2026-03-18 11:06:37 | INFO | service_a | Config reloaded
2026-03-18 11:06:39 | INFO | db_service | Request completed in 85ms
2026-03-18 11:06:40 | ERROR | service_b | Connection refused
2026-03-18 11:06:40 | INFO | service_b | Request completed in 120ms
2026-03-18 11:06:42 | INFO | service_a | Config reloaded
2026-03-18 11:06:42 | INFO | service_a | Cache hit ratio 0.94
2026-03-18 11:06:42 | INFO | service_a | Request completed in 85ms
2026-03-18 11:06:44 | INFO | service_c | Connection pool size: 10
2026-03-18 11:06:44 | INFO | auth_service | Health check passed
2026-03-18 11:06:44 | ERROR | service_a | Timeout occurred
2026-03-18 11:06:45 | INFO | service_c | Health check passed
2026-03-18 11:06:45 | INFO | db_service | Request completed in 85ms
2026-03-18 11:06:46 | INFO | db_service | User login successful
2026-03-18 11:06:48 | INFO | service_b | Health check passed
2026-03-18 11:06:50 | INFO | service_c | Connection pool size: 10
2026-03-18 11:06:51 | INFO | service_a | Request completed in 85ms
2026-03-18 11:06:53 | INFO | service_a | Health check passed
2026-03-18 11:06:55 | INFO | db_service | Request completed in 120ms
2026-03-18 11:06:57 | INFO | service_b | Connection pool size: 10
2026-03-18 11:06:58 | WARN | service_a | Retry attempt 2
2026-03-18 11:06:58 | INFO | service_a | Connection pool size: 10
2026-03-18 11:06:58 | INFO | service_c | Health check passed
2026-03-18 11:06:58 | INFO | service_b | Request completed in 85ms
2026-03-18 11:06:59 | INFO | db_service | Request completed in 85ms
2026-03-18 11:07:01 | INFO | service_b | Health check passed
2026-03-18 11:07:03 | ERROR | db_service | Connection refused
2026-03-18 11:07:04 | ERROR | service_b | Null pointer exception
2026-03-18 11:07:06 | INFO | service_c | Health check passed
2026-03-18 11:07:07 | INFO | auth_service | Health check passed
2026-03-18 11:07:09 | WARN | db_service | High memory usage: 82%
2026-03-18 11:07:10 | INFO | db_service | Connection pool size: 10
2026-03-18 11:07:11 | INFO | db_service | Request completed in 120ms
2026-03-18 11:07:11 | ERROR | db_service | Timeout occurred
2026-03-18 11:07:13 | INFO | service_a | Request completed in 85ms
2026-03-18 11:07:15 | ERROR | auth_service | Connection refused
2026-03-18 11:07:15 | INFO | service_a | Request completed in 120ms
2026-03-18 11:07:16 | INFO | service_c | Config reloaded
2026-03-18 11:07:18 | INFO | service_a | Request completed in 85ms
2026-03-18 11:07:19 | INFO | service_c | Request completed in 85ms
2026-03-18 11:07:20 | WARN | service_b | Retry attempt 1
2026-03-18 11:07:20 | INFO | service_b | Config reloaded
2026-03-18 11:07:21 | ERROR | db_service | Database unavailable
2026-03-18 11:07:23 | INFO | service_c | User login successful
2026-03-18 11:07:24 | INFO | service_a | Connection pool size: 10
2026-03-18 11:07:24 | ERROR | db_service | Null pointer exception
2026-03-18 11:07:26 | ERROR | service_a | Database unavailable
2026-03-18 11:07:26 | INFO | auth_service | Request completed in 85ms
2026-03-18 11:07:26 | INFO | service_c | User login successful
2026-03-18 11:07:28 | INFO | service_b | Request completed in 120ms
2026-03-18 11:07:28 | ERROR | service_b | Database unavailable
2026-03-18 11:07:29 | INFO | service_c | User login successful
2026-03-18 11:07:29 | WARN | service_b | Slow query detected: 320ms
2026-03-18 11:07:30 | ERROR | service_c | Timeout occurred
2026-03-18 11:07:32 | INFO | auth_service | User login successful
2026-03-18 11:07:33 | INFO | service_c | Cache hit ratio 0.94
2026-03-18 11:07:35 | INFO | service_b | Config reloaded
2026-03-18 11:07:36 | ERROR | service_c | Timeout occurred
2026-03-18 11:07:37 | INFO | service_c | Health check passed
2026-03-18 11:07:38 | WARN | service_b | Retry attempt 2
2026-03-18 11:07:38 | ERROR | db_service | Database unavailable
2026-03-18 11:07:39 | INFO | service_c | Connection pool size: 10
2026-03-18 11:07:41 | INFO | service_b | Request completed in 120ms
2026-03-18 11:07:42 | ERROR | service_c | Connection refused
2026-03-18 11:07:43 | INFO | auth_service | Config reloaded
2026-03-18 11:07:44 | INFO | service_b | Request completed in 85ms
2026-03-18 11:07:45 | WARN | service_b | Circuit breaker half-open
2026-03-18 11:07:46 | INFO | db_service | User login successful
2026-03-18 11:07:46 | INFO | auth_service | Cache hit ratio 0.94
2026-03-18 11:07:47 | WARN | service_b | High memory usage: 82%
